cell_id	comp_1	comp_2	comp_3
SRR1558744	-4.919701981874283	-1.6484380605741007	0.8395829655949458
SRR1558745	-1.070079182691849	-4.718645914456253	1.631673423443985
SRR1558746	3.688519850639173	-2.414409637589231	0.486282782754651
SRR1558747	2.445931305096498	-3.3627193672410174	0.46848371800015187
SRR1558748	-0.6610741680907093	-3.180193257997205	0.8077080017291609
SRR1558749	-4.584915257289483	-5.074266122103802	2.0250243187320245
SRR1558750	6.853623333920286	-0.9869225070496739	-4.8611393041779625
SRR1558751	-4.538401464570233	-5.034403058797093	1.7384092686961634
SRR1558752	-4.675526560896778	-4.441221382207298	1.9568262228839781
SRR1558753	-4.003572352594245	-1.9362863961339685	1.2310175270905734
SRR1558754	-1.5116956553643441	-4.291009171620226	0.9868666142923507
SRR1558755	-1.066258092109267	-4.647793433223454	1.4493136133704374
SRR1558756	-4.862897441945756	-4.772600393795212	1.5661550823867993
SRR1558757	-4.865015570808115	-4.861435791746335	1.503657333234396
SRR1558758	-5.230342072919199	-4.628390830835446	1.9311463435430154
SRR1558759	0.03803654985350703	-3.869966506024118	0.6499026933801098
SRR1558760	-4.5370139157858	-4.653397992522613	1.6445079048096367
SRR1558761	7.205503467149449	-0.40730024685425853	-4.281009173124062
SRR1558762	-1.3577941803876272	-4.401511814088427	1.1257684006336548
SRR1558763	6.938843731920702	-0.32415141129549907	-4.0662057793270545
SRR1558764	-9.808633120857365	2.2699330064416925	0.053063989961868493
SRR1558765	-4.524331633843999	-4.603613693616033	1.8366040234937973
SRR1558766	-4.550720069518055	-4.782131461117598	1.559551838308973
SRR1558767	-1.281520964895645	-4.650699639480643	1.2418859669472786
SRR1558768	-1.3577457399982273	-4.228784484794594	1.0911277040269616
SRR1558769	-4.83424088936332	-4.9323358251506715	2.0580454643844983
SRR1558770	-1.1722643718486168	-4.564766812413373	1.1900137586430855
SRR1558771	2.9113557268429524	-2.5220261710651406	0.9250975810688664
SRR1558772	7.731935574730138	-0.39934223295283955	-4.247380057185897
SRR1558773	-1.379264419814415	-4.227447026307005	0.9819474563150574
SRR1558774	-4.422091852865605	-4.781000199709268	1.8588140118184369
SRR1558775	1.070312435547223	-3.4870391662785436	0.3521573843709252
SRR1558776	-5.06920341983929	-4.81163821336345	1.8550532094310241
SRR1558777	-7.7218671340710525	0.2532656505380887	0.41289986794378114
SRR1558778	-0.39330353547888536	-3.7219432546286533	0.6951142057190726
SRR1558779	7.042386876713461	-1.2187390746240734	-4.733144142115078
SRR1558780	4.587854050545415	-1.7126104988947393	0.49089187683820684
SRR1558781	-3.683920984341105	-2.718679483595742	0.9796526579217154
SRR1558782	-8.878565170028189	1.1105800933286483	0.5178157379110098
SRR1558783	-5.96548421251773	-1.2372692135929024	0.7349518241483127
SRR1558784	-7.528880973570293	0.19726033073657528	0.22474366362861511
SRR1558785	-4.174255048457771	-2.1540111313132897	0.9034359779009433
SRR1558786	-3.135327263911841	-3.7720749083704863	1.5105295771689025
SRR1558787	-9.442954678149654	1.6326665821898496	0.27819448107051914
SRR1558788	-4.593542057101237	-5.117964100028907	1.4776312402597371
SRR1558790	-1.4286471965710912	-4.208890606032672	0.9120374429175887
SRR1558791	-9.096826256477131	1.2968721690917373	0.49458923711928426
SRR1558792	-3.614522131964103	-2.355778285049591	0.8650031473375038
SRR1558794	-3.9186188818462875	-2.178179870991314	0.7878599222550791
SRR1558795	2.6426001332746822	-3.194935248592213	0.7283272188246195
SRR1558796	-4.7104820607819455	-4.592260407095635	1.9214142164733368
SRR1558797	-1.51299876875269	-4.270200621507308	0.7842018889131155
SRR1558798	-4.731146482855105	-4.995125425492015	1.6401729041703081
SRR1558799	1.0952907272167733	-3.4100616122033696	0.568229973824851
SRR1558800	-1.49058280490019	-4.235571964066911	0.9044882537840335
SRR1558801	3.1599135548697337	-2.5576768450253375	1.0436113675316934
SRR1558802	1.5213673690037017	-3.432341029307905	0.4627816109876258
SRR1558803	2.9431867966989893	-2.6258985937098926	0.7489056453043503
SRR1558804	-1.4284558136361574	-4.645877180179372	1.0394255035707447
SRR1558805	-0.712566859635428	-4.491316358233738	1.8884932104769707
SRR1558806	-4.007877854636346	-2.093593887727912	1.169181486059704
SRR1558807	-4.1678092048880995	-2.215244910899231	1.225513253431058
SRR1558808	-4.4363621892826846	-4.591267886842354	1.7518049561602613
SRR1558809	7.810595941320878	-0.15482102527448932	-4.480900106425684
SRR1558810	-1.421600508795304	-4.5068922650638	1.360417004772975
SRR1558811	2.267415238834976	-3.110355959168519	1.0493515109681837
SRR1558812	-3.7141656565146226	-2.651939432756013	1.0414428035795171
SRR1558813	6.9517252478492555	-1.1917572351979702	-4.875486435070459
SRR1558814	-4.43673439365514	-4.716800668827414	1.3163032877420595
SRR1558815	-4.363116613994863	-4.696882824171478	1.321529370426871
SRR1558816	-1.4109296021253905	-4.435110806450133	0.9630505561284222
SRR1558817	-4.741083313503853	-4.751155525233429	1.8679881484170382
SRR1558818	-1.4756697649510975	-4.7495577628641446	0.8794442429215618
SRR1558819	-9.033764670343079	1.3340834876332757	0.4681853556842314
SRR1558820	-7.025972887927616	-0.013047646192331813	0.5844437830630954
SRR1558821	7.280860734288068	-0.2821045909680239	-3.9663939738068716
SRR1558822	-4.980827342565561	-4.723294992562348	1.8963312083069817
SRR1558823	-4.398272187272039	-4.617163259968647	1.990662383206225
SRR1558824	-9.555801529460798	4.138857902693833	-0.9770255513158603
SRR1558825	-0.5706978094298977	-4.162890960343768	0.554934291106909
SRR1558826	-7.204957523148101	-0.12988538124303914	0.60544927421404
SRR1558827	-5.495336251296034	-1.266042027054953	0.8501345616968123
SRR1558828	-3.684885972018806	-2.4354658505866116	1.5602481204864045
SRR1558829	-5.091475232778934	-4.855157002467905	1.9089245396510957
SRR1558830	7.736274691405034	-0.18932346709517578	-4.450847695119034
SRR1558831	-5.955865667073533	-1.1278040234499571	0.7513065531729485
SRR1558832	7.080898158267271	-1.3086757081855553	-5.108337188947835
SRR1558833	-9.316884510096443	1.2948103908466464	0.4678786401623437
SRR1558834	3.580480596842583	-2.470320954050724	0.7936532569899403
SRR1558835	-1.3502180033000668	-4.269162242644462	1.3197535670440306
SRR1558836	-3.6722818204374303	-2.427251995520913	0.9799145233988107
SRR1558837	-3.4916940570219124	-2.8035081844111804	1.3478811236416721
SRR1558838	7.594119805093412	-0.14423780852830997	-4.027893846286613
SRR1558839	-3.6247337572149974	-2.3630627579286863	0.9938590608030876
SRR1558840	6.894402359512828	-1.7252053686080013	-5.012418819694492
SRR1558841	6.901588063376698	-1.1720414117210451	-4.873698931769198
SRR1558842	7.067543878729696	-1.2310922018786987	-4.767308348179977
SRR1558843	6.993645783355534	-1.275350361536215	-4.99206074643326
SRR1558844	10.307667217980761	3.475788722735512	3.2045782683646458
SRR1558845	9.630754428950276	2.745253037170887	3.319615447542697
SRR1558846	7.478573290021684	-0.5535908480901951	-3.942194068778052
SRR1558847	10.264234480240741	3.330770953918213	3.1529483438884376
SRR1558848	7.339292235380508	-0.9395023999436153	-5.2129859991001135
SRR1558849	7.0166838533955795	-1.4237146348936065	-4.912972213800178
SRR1558850	7.420908393455524	-0.3942556332398589	-4.263910759729686
SRR1558851	7.751396852238829	-0.17223601566749716	-4.250179753436452
SRR1558852	7.041155240920501	-1.2026555644963153	-4.778739587442881
SRR1558853	10.037355958143921	2.876693185652818	3.360163616321244
SRR1558854	2.4376355058008183	-3.4877739858257235	0.6126224262295029
SRR1558855	5.696613383331385	-1.2637843951568475	0.8362579253970026
SRR1558856	10.162939287759032	3.1818445358393612	3.2110929870834157
SRR1558857	5.728558269329617	-1.4093139466110118	0.5125724655258908
SRR1558858	10.59620240556235	3.124320444055012	2.5200031693674854
SRR1558859	7.299120854086848	-1.6705980708489139	-4.818333424601721
SRR1558860	7.1666704138002615	-1.2125551600586726	-4.89989257157824
SRR1558861	6.906440734851568	-0.8139195520722908	-2.5039094336641585
SRR1558862	5.278195220468295	-1.8285897686867552	0.4446244086437402
SRR1558863	10.363333997138605	2.9638067695113053	3.3383825714114534
SRR1558864	10.449042779265332	3.298183880545438	3.123233417452721
SRR1558865	7.182302928401856	-1.4674267818185613	-5.0056600642281355
SRR1558866	10.346897728046784	3.1590488005758464	2.8439030914934156
SRR1558867	10.051066560623804	3.0925965657212804	3.2279022488213807
SRR1558868	10.568939195275894	3.4317178755202926	3.45165738555587
SRR1558869	5.855655113806731	-1.3872843533771662	0.8070692191071673
SRR1558870	7.464070915775952	-0.5023638131457451	-4.223619634616887
SRR1558871	3.683064002627443	-2.3396427114095055	0.5735034472768409
SRR1558872	7.43950613562368	-1.5310838990598084	-4.919112511919985
SRR1558873	10.580013413606665	3.1977955093539743	2.4636552862478434
SRR1558874	5.998231915850271	-1.6610908986658577	0.533333719110747
SRR1558876	10.087434957419577	3.2693242316136275	3.394034319142948
SRR1558877	9.148435226932593	2.6699231451238736	2.9809003131847174
SRR1558878	7.590275231237649	-0.3361584600433546	-4.076640665764971
SRR1558879	10.176246732723211	3.473744638172535	3.4430043567147797
SRR1558880	10.491215746823512	3.288816557940368	2.3724196793466414
SRR1558881	7.551149577442025	0.7833009115588676	1.545590963199997
SRR1558882	9.24037204344765	2.6952668106479054	3.2217793499405527
SRR1558883	10.374996043184606	3.1313472514600975	2.9008762655214633
SRR1558884	10.323448079071195	3.1255677076345045	3.0203892357649496
SRR1558885	7.363653753276177	-0.9946653953392671	-5.163287812191462
SRR1558886	10.490442863106106	3.1312037661583507	2.745952003403358
SRR1558887	10.39717430038896	3.25911067960756	3.1278950546414057
SRR1558888	7.4534972073098515	-0.511933142699758	-4.203621010539837
SRR1558889	10.003213164287423	2.949274095880853	3.538159557487757
SRR1558890	7.086507923650915	-1.5937519327060226	-5.027194544538564
SRR1558891	7.506900210591846	-1.0847693004306187	-5.2092613898898055
SRR1558892	10.697877361099088	3.447617020488905	2.9851851152437043
SRR1558893	10.47654705214832	3.470913603447836	3.218928383087891
SRR1558894	6.329035683397648	-0.8406784997933043	-1.0270766144142307
SRR1558895	1.773115174399048	-3.3156413879736246	0.4735693624868853
SRR1558896	7.338162227923293	-1.7579194075490878	-4.863556000967603
SRR1558897	10.45616340361758	3.145306319445845	3.3460347684304397
SRR1558898	4.108825396867133	-2.110060653618446	0.3453609416371777
SRR1558899	10.631112448470821	3.532570052546311	3.3031872653828773
SRR1558900	7.432056375280979	-0.4215853464297413	-4.209484002805976
SRR1558901	7.792097652322807	-0.3517105828253439	-4.3939289245017195
SRR1558902	5.948614131471856	-1.5783116839252436	0.730866647700168
SRR1558903	10.4087444935574	3.286360099259997	3.289413322157861
SRR1558904	10.251842019670248	3.367710207353552	3.3487398261242114
SRR1558905	7.446119599770284	-1.529174510562731	-4.9812214541674305
SRR1558906	1.9466930559792393	-3.5261943661965307	0.2839672989910831
SRR1558907	-9.037658243327568	4.279195915829196	-1.4550542164208384
SRR1558908	10.339950801897201	3.4450340132268655	3.398019786239356
SRR1558909	8.773626536509179	1.859070079017813	2.7556807895959397
SRR1558910	8.565315238933708	1.080064346644058	2.3161030539502896
SRR1558911	4.134989249434139	-2.15309434597985	0.41192389694793263
SRR1558912	7.766680392409495	-0.374077012865291	-4.300536388206971
SRR1558913	8.169434868521105	1.2756650225426327	2.1647215907429986
SRR1558914	7.600145666293933	-0.5182508245912175	-4.046649584287184
SRR1558915	-8.991624179645543	4.480530001979646	-1.2410345581378606
SRR1558916	9.935843522614151	2.9569746613690135	3.226865054586026
SRR1558917	10.486003541163297	3.4093086383290707	3.320768134471312
SRR1558918	7.437888412201813	-1.7498303918275886	-4.906737468156859
SRR1558919	9.969647479114133	2.8837845669858346	3.3474032920683414
SRR1558920	7.540398473786651	-0.4507775167591735	-4.006848012705839
SRR1558921	10.457135750178999	3.034666091087507	2.692947379644053
SRR1558922	10.497518078424644	3.3698972044781526	3.2345069669850846
SRR1558923	10.141315941980396	3.073654228269187	3.072113008676096
SRR1558924	10.479205707732733	3.098403784327572	2.973503319255146
SRR1558925	10.051853572088673	3.4467542468499177	3.4821259585140427
SRR1558926	10.310805456547548	3.555680796216493	3.386778314672432
SRR1558927	7.550481962435123	-0.5500881199682311	-4.298043590220091
SRR1558928	5.725094592971882	-0.9641447571622681	-0.016364236646347258
SRR1558929	7.264947078755085	-0.7223401458824135	-2.9559123451358795
SRR1558930	9.936771248535168	3.1396042863032325	3.213602423888584
SRR1558931	5.65174642006768	-1.2447839227627033	0.4420645030388949
SRR1558932	5.195515764644527	-1.7561577035830171	0.31463053884995285
SRR1558934	6.802543149753219	-0.9925962390480845	-4.919084677076141
SRR1558935	-2.6591642656819037	-3.4603586242944804	0.8926816115300964
SRR1558936	-10.017360091028765	4.320192952669215	-0.925289475549393
